구역명,구역유형,위도,경도,면적
답십리제14구역 주택재개발 정비사업,주택재개발사업구역,37.567731,127.059495,32672.4
신림재정비촉진지구2구역주택재개발,주택재개발사업구역,37.463698,126.930215,95789.3
금호8구역주택재개발사업,주택재개발사업구역,37.546146,127.020199,55591.7
천호5구역주택재개발사업,주택재개발사업구역,37.541305,127.125909,6910.9
봉천제4-1-3주택재개발정비사업,주택재개발사업구역,37.48828,126.94773,79871.2
금호3구역주택재개발사업,주택재개발사업구역,37.554011,127.017592,62168.5
이문4재정비촉진구역,주택재개발사업구역,37.596805,127.066364,150181.1
현석주택재개발사업,주택재개발사업구역,37.543434,126.932794,26606.0
오류3구역주택재개발사업,주택재개발사업구역,37.498393,126.839158,8863.8
응암제9주택재개발사업,주택재개발사업구역,37.588079,126.924153,54711.0
고척2구역주택재개발사업,주택재개발사업구역,37.507467,126.857952,55751.4
한남5재정비촉진구역,주택재개발사업구역,37.522991,126.996412,183707.5
제기제4 재개발 구역,주택재개발사업구역,37.584215,127.042025,33553.6
월곡1구역주택재개발사업,주택재개발사업구역,37.610616,127.039241,52126.2
미아제4주택재개발정비구역,주택재개발사업구역,37.617453,127.036469,36535.6
대조1 주택재개발 정비구역,주택재개발사업구역,37.611022,126.924009,111694.8
숭인5구역주택재개발사업,주택재개발사업구역,37.57598,127.021125,14354.6
북아현재정비촉진지구1-3구역주택재,주택재개발사업구역,37.558607,126.953161,106677.1
하계2구역주택재개발사업,주택재개발사업구역,37.635753,127.061839,88572.1
염리2재정비촉진구역,주택재개발사업구역,37.55065,126.948252,51888.8
답십리제17구역 주택재개발사업,주택재개발사업구역,37.566644,127.060582,13948.2
돈암제6구역 재개발사업,주택재개발사업구역,37.599543,127.020688,44048.0
성수전략정비구역 제1주택정비형 재개발정비구역,주택재개발사업구역,37.538372,127.048474,194397.1
구로7구역주택재개발사업,주택재개발사업구역,37.488379,126.890652,18260.2
전농 제11주택재개발정비사업,주택재개발사업구역,37.576522,127.049496,28242.0
홍은12구역주택재개발사업,주택재개발사업구역,37.593411,126.941683,26398.2
신정6구역주택재개발사업,주택재개발사업구역,37.519043,126.876966,81175.8
신용산역 북측 재개발정비구역,주택재개발사업구역,37.531884,126.969233,37659.1
공덕5구역주택재개발사업,주택재개발사업구역,37.550202,126.95272,42884.0
상계6재정비촉진구역,주택재개발사업구역,37.665355,127.076942,66006.3
길음5재정비촉진구역(주택정비형재개발사업),주택재개발사업구역,37.604782,127.015796,36737.4
홍제13구역주택재개발사업,주택재개발사업구역,37.592013,126.946883,5223.2
가재울뉴타운2구역,주택재개발사업구역,37.575872,126.915667,26187.3
석관4구역 주택재개발 정비사업,주택재개발사업구역,37.607947,127.063324,65006.2
신림2구역주택재개발사업,주택재개발사업구역,37.462334,126.926658,110484.0
청량리 제9구역 주택정비형 재개발사업,주택재개발사업구역,37.586676,127.050354,28832.1
당산1구역,주택재개발사업구역,37.533674,126.905229,30973.2
응암동 700번지 일대 주택정비형 재개발사업,주택재개발사업구역,37.584904,126.917053,57929.7
자양4동 A구역 주택정비형 재개발구역,주택재개발사업구역,37.535261,127.063612,138887.9
당산2구역주택재개발사업,주택재개발사업구역,37.523189,126.892414,15964.4
돈암5구역주택재개발사업,주택재개발사업구역,37.600544,127.022852,20919.2
본동구역 주택정비형 공공재개발사업,주택재개발사업구역,37.511185,126.955323,51694.5
홍제6구역주택재개발사업,주택재개발사업구역,37.584857,126.941016,35360.0
청량리4구역주택재개발사업,주택재개발사업구역,37.587896,127.048916,47601.3
상수제2구역 주택재개발사업,주택재개발사업구역,37.546606,126.927214,27731.0
숭인4구역주택재개발사업,주택재개발사업구역,37.581,127.015923,24482.0
고척주택재개발사업,주택재개발사업구역,37.501534,126.868033,28643.8
보문2주택재개발정비구역,주택재개발사업구역,37.586711,127.019799,17889.1
용강제2주택재개발 정비구역,주택재개발사업구역,37.542368,126.941874,31457.5
천호2구역주택재개발사업,주택재개발사업구역,37.529508,127.127108,365678.0
공덕2구역주택재개발사업,주택재개발사업구역,37.551221,126.959742,38873.5
면목2구역주택재개발사업,주택재개발사업구역,37.574722,127.08778,14386.3
하왕3구역주택재개발사업,주택재개발사업구역,37.568759,127.031777,44132.0
마천3구역주택재개발사업,주택재개발사업구역,37.492187,127.154808,11758.4
신공덕5구역주택재개발사업,주택재개발사업구역,37.541517,126.955309,15339.0
불광제6주택재개발,주택재개발사업구역,37.611411,126.937879,41159.1
녹번제1구역_주택재개발정비사업,주택재개발사업구역,37.604666,126.936339,181102.7
신영제1주택재개발정비구역,주택재개발사업구역,37.599665,126.962175,15589.3
용산1구역주택재개발사업,주택재개발사업구역,37.543038,126.986536,163804.3
금호16구역주택재개발사업,주택재개발사업구역,37.551431,127.018316,27367.3
장위9구역,주택재개발사업구역,37.614811,127.050276,84587.7
응암제8구역주택재개발사업,주택재개발사업구역,37.590824,126.923662,58490.8
사당4구역주택재개발사업,주택재개발사업구역,37.489745,126.976255,186778.7
용강주택재개발사업,주택재개발사업구역,37.543456,126.941243,22742.6
봉천 제14 주택재개발정비구역,주택재개발사업구역,37.490261,126.958725,74146.7
휘경제4주택재개발정비구역,주택재개발사업구역,37.590236,127.06646,22812.0
당산 제4구역 재개발구역,주택재개발사업구역,37.528667,126.903026,12016.1
월곡3구역주택재개발사업,주택재개발사업구역,37.610492,127.037092,86747.6
행당5구역주택재개발사업,주택재개발사업구역,37.555308,127.032539,28675.5
신당 제9주택재개발정비구역,주택재개발사업구역,37.550171,127.006714,18597.2
미아3구역주택재개발사업,주택재개발사업구역,37.619862,127.017776,25418.1
정비구역,주택재개발사업구역,37.545493,126.865977,24457.8
동소문제2 주택재개발정비사업,주택재개발사업구역,37.588618,127.008428,23762.2
봉천 제4-1-2구역 주택재개발정비사업,주택재개발사업구역,37.49095,126.9462,53517.3
성북1구역 주택정비형 공공재개발사업,주택재개발사업구역,37.592125,127.005011,109639.8
옥수5구역주택재개발사업,주택재개발사업구역,37.540978,127.010583,48979.6
신당3구역주택재개발사업,주택재개발사업구역,37.549095,127.00954,219702.9
홍제11구역주택재개발사업,주택재개발사업구역,37.589113,126.941336,33637.8
장위6구역,주택재개발사업구역,37.615288,127.059739,105184.1
종암3구역주택재개발사업,주택재개발사업구역,37.596917,127.031674,44196.7
방배1구역주택재개발사업,주택재개발사업구역,37.474224,126.982946,27244.6
가락1구역주택재개발사업,주택재개발사업구역,37.496603,127.117798,35414.9
수색7재정비촉진구역,주택재개발사업구역,37.585167,126.897875,31415.6
신용산역 북측2 재개발정비구역,주택재개발사업구역,37.53114,126.968405,22276.9
신사동 200번지 일대 주택정비형 재개발정비구역,주택재개발사업구역,37.595011,126.90685,63546.9
상도4구역주택재개발사업,주택재개발사업구역,37.50022,126.954607,155158.3
노량진5재정비촉진구역,주택재개발사업구역,37.510705,126.935449,38237.1
종암2구역주택재개발사업,주택재개발사업구역,37.601022,127.030127,57904.5
만리주택재개발사업,주택재개발사업구역,37.554953,126.962981,29289.3
상도6구역주택재개발사업,주택재개발사업구역,37.498593,126.958556,42431.0
장위10구역,주택재개발사업구역,37.61271,127.052129,92314.7
이문1제정비촉진구역,주택재개발사업구역,37.600463,127.060112,145914.6
충정1구역주택재개발사업,주택재개발사업구역,37.558032,126.964394,72136.1
장위7구역,주택재개발사업구역,37.618626,127.049163,87798.6
신월7동 2구역 주택정비형 공공재개발구역,주택재개발사업구역,37.521486,126.831927,98353.5
아현3주택재개발사업구역,주택재개발사업구역,37.553558,126.953086,207516.4
만리제2주택재개발사업,주택재개발사업구역,37.554187,126.963428,67112.5
상계3구역주택재개발사업,주택재개발사업구역,37.66738,127.080495,56313.2
홍제4구역주택재개발사업,주택재개발사업구역,37.585359,126.951291,54786.1
구로5구역주택재개발사업,주택재개발사업구역,37.49611,126.893059,14615.6
중림동 398번지일대 주택정비형 재개발사업,주택재개발사업구역,37.558346,126.963248,28310.1
금호제19주택재개발구역,주택재개발사업구역,37.551224,127.024436,51803.1
주택재개발사업구역,주택재개발사업구역,37.5738,126.959366,10961.7
신림3구역주택재개발사업,주택재개발사업구역,37.475102,126.932483,63380.3
금호11구역주택재개발사업,주택재개발사업구역,37.54479,127.022424,47968.6
장위15구역,주택재개발사업구역,37.609842,127.048216,188550.1
이문5구역주택재개발사업,주택재개발사업구역,37.593436,127.060176,30556.9
공덕7구역 주택정비형 재개발사업,주택재개발사업구역,37.548853,126.958568,29972.4
천호6구역주택재개발사업,주택재개발사업구역,37.538139,127.129904,19863.8
가재울1주택재개발사업구역,주택재개발사업구역,37.576381,126.914395,20022.2
종암1구역주택재개발사업,주택재개발사업구역,37.602613,127.029822,25838.2
반포1구역주택재개발사업,주택재개발사업구역,37.4992,127.000995,25402.2
홍은15구역,주택재개발사업구역,37.598754,126.950219,88766.1
응암6구역주택재개발사업,주택재개발사업구역,37.597489,126.926228,26031.7
미아2구역주택재개발사업,주택재개발사업구역,37.625879,127.019416,19289.9
신당제6주택재개발정비구역,주택재개발사업구역,37.561539,127.022403,48410.4
월곡2구역주택재개발사업,주택재개발사업구역,37.599054,127.041912,52575.6
성수전략정비구역 제2주택정비형 재개발정비구역,주택재개발사업구역,37.537294,127.052441,131994.5
흑석1구역주택재개발사업,주택재개발사업구역,37.507068,126.96905,89217.4
오금주택재개발사업,주택재개발사업구역,37.509513,127.128914,43785.0
주택재개발사업지구,주택재개발사업구역,37.495338,127.147463,114670.9
답십리13구역주택재개발사업,주택재개발사업구역,37.56622,127.057672,25710.4
창전주택재개발사업,주택재개발사업구역,37.550933,126.930309,40205.3
아현1구역주택재개발사업,주택재개발사업구역,37.556077,126.960716,155854.8
신당7구역주택재개발사업,주택재개발사업구역,37.560431,127.016989,52133.8
노량진3 재정비촉진구역,주택재개발사업구역,37.510141,126.941431,72871.4
봉천11구역주택재개발사업,주택재개발사업구역,37.487919,126.957208,8043.2
대현2구역주택재개발사업,주택재개발사업구역,37.557658,126.945207,6616.3
제기 제6구역 주택재개발정비구역,주택재개발사업구역,37.58739,127.039449,24593.1
장위8구역,주택재개발사업구역,37.616255,127.052993,121819.0
후암1구역주택재개발사업,주택재개발사업구역,37.551767,126.975797,11154.7
신당4구역주택재개발사업,주택재개발사업구역,37.554762,127.014789,81741.1
상수1구역주택재개발사업,주택재개발사업구역,37.546543,126.925534,23124.0
신림6구역주택재개발사업,주택재개발사업구역,37.472984,126.915003,6132.5
사당5구역주택재개발사업,주택재개발사업구역,37.490913,126.976821,11633.6
신공덕2구역주택재개발사업,주택재개발사업구역,37.546423,126.958155,17786.4
신림7 주택정비형 재개발사업,주택재개발사업구역,37.462687,126.916113,77935.2
사당6구역주택재개발사업,주택재개발사업구역,37.488715,126.977558,5462.5
한강로주택재개발사업,주택재개발사업구역,37.534143,126.964166,6585.6
신정동 1152번지일대 주택정비형 재개발사업,주택재개발사업구역,37.516131,126.850384,44081.7
종암4구역주택재개발사업,주택재개발사업구역,37.599204,127.031106,60226.7
연희제1주택재개발 정비사업,주택재개발사업구역,37.570645,126.921752,44084.6
홍은4구역주택재개발사업,주택재개발사업구역,37.598549,126.944683,96367.1
불광제7구역주택재개발정비사업,주택재개발사업구역,37.616479,126.926782,61420.5
돈암정릉주택재개발정비구역,주택재개발사업구역,37.59913,127.012771,31033.2
상월곡구역주택재개발사업,주택재개발사업구역,37.607851,127.04539,63744.8
월계2구역주택재개발사업,주택재개발사업구역,37.616854,127.066683,7642.5
봉천3구역주택재개발사업,주택재개발사업구역,37.490698,126.95,263578.0
현저4구역주택재개발사업,주택재개발사업구역,37.572181,126.9563,66474.3
방학3구역 주택정비형 재개발사업,주택재개발사업구역,37.665631,127.03994,74388.3
전농2구역주택재개발사업,주택재개발사업구역,37.582154,127.050733,7933.7
봉천 제12주택재개발구역,주택재개발사업구역,37.477377,126.941957,223.9
옥수 제13주택재개발구역 정비사업,주택재개발사업구역,37.547832,127.013225,124565.1
성동구 옥수 제13주택재개발구역 정비,주택재개발사업구역,37.547831,127.013225,124632.8
미아제11 주택정비형 재개발정비사업,주택재개발사업구역,37.628824,127.020264,35875.4
동선주택재개발사업,주택재개발사업구역,37.596333,127.013744,11730.0
미아제8구역주택재개발,주택재개발사업구역,37.618289,127.016965,83972.6
석관1구역주택재개발사업,주택재개발사업구역,37.608372,127.054647,38109.8
오금2구역주택재개발사업,주택재개발사업구역,37.509254,127.12912,12935.4
사당2구역주택재개발사업,주택재개발사업구역,37.486658,126.972601,74851.6
용두제4주택재개발정비사업,주택재개발사업구역,37.579199,127.030939,15616.7
신림1재정비촉진구역,주택재개발사업구역,37.470185,126.930857,224177.8
만리2구역주택재개발사업,주택재개발사업구역,37.554193,126.963429,66784.4
거여3구역주택재개발사업,주택재개발사업구역,37.493127,127.142962,36832.2
흑석8 주택재개발사업,주택재개발사업구역,37.504526,126.959722,34698.4
가재울3주택재개발사업,주택재개발사업구역,37.574098,126.910508,242556.3
신림1구역주택재개발사업,주택재개발사업구역,37.459716,126.920129,173904.7
남가좌8구역주택재개발사업,주택재개발사업구역,37.572018,126.912704,28271.0
옥수4구역주택재개발사업,주택재개발사업구역,37.533876,127.086484,55151.6
종암5구역 주택재개발사업,주택재개발사업구역,37.599493,127.038566,55114.6
대흥주택재개발정비사업,주택재개발사업구역,37.544645,126.942485,56929.2
신림5구역주택재개발사업,주택재개발사업구역,37.480517,126.929216,16032.5
상도2구역주택재개발사업,주택재개발사업구역,37.505212,126.934153,38212.2
녹번제1구역 주택재개발정비사업,주택재개발사업구역,37.604666,126.936339,181100.6
봉천13구역주택재개발사업,주택재개발사업구역,37.481667,126.944831,12272.4
신공덕3구역주택재개발사업,주택재개발사업구역,37.545444,126.956891,15267.2
마장 제2주택재개발정비구역,주택재개발사업구역,37.56516,127.043521,33190.6
전농 제11 주택재개발정비사업,주택재개발사업구역,37.576522,127.049496,28242.0
만리제1주택재개발정비구역,주택재개발사업구역,37.555046,126.965759,11333.9
하월곡1구역 주택정비형 재개발사업,주택재개발사업구역,37.608072,127.034913,78385.2
영천주택재개발사업,주택재개발사업구역,37.570088,126.958455,38639.7
명일주택재개발사업,주택재개발사업구역,37.550614,127.159776,16561.4
신수주택재개발사업,주택재개발사업구역,37.547795,126.936684,10103.0
상도15구역 주택정비형 재개발구역,주택재개발사업구역,37.495938,126.935534,141799.7
구로1구역주택재개발사업,주택재개발사업구역,37.490755,126.88927,24959.6
금호제13주택재개발정비구역,주택재개발사업구역,37.555282,127.018551,60049.0
사당3구역주택재개발사업,주택재개발사업구역,37.489746,126.971186,54495.8
천호동 397-419번지 일대 주택정비형재개발구,주택재개발사업구역,37.541326,127.132262,19347.4
남가좌6구역주택재개발사업,주택재개발사업구역,37.574606,126.920526,47799.0
대현1구역주택재개발사업,주택재개발사업구역,37.559558,126.947931,41553.9
청파 제1 주택정비형 재개발사업,주택재개발사업구역,37.546835,126.969121,32178.1
수색2구역주택재개발사업,주택재개발사업구역,37.586517,126.900333,67966.5
중화1재정비촉진사업,주택재개발사업구역,37.602365,127.076006,44531.0
북아현2 재정비촉진구역,주택재개발사업구역,37.55981,126.958292,122886.9
북아현1-2구역주택재개발사업,주택재개발사업구역,37.560558,126.953156,60329.2
미아제8주택재개발구역,주택재개발사업구역,37.618289,127.016965,83972.6
연희2구역 주택정비형 공공재개발사업,주택재개발사업구역,37.57613,126.93226,50448.7
전농제3-2주택재개발정비사업,주택재개발사업구역,37.575858,127.06542,26385.0
상계7구역주택재개발사업,주택재개발사업구역,37.663329,127.077153,33160.8
강북구 미아제3구역 주택재개발사업,주택재개발사업구역,37.626493,127.020313,60226.5
노량진4재정비촉진구역,주택재개발사업구역,37.507988,126.942042,40723.5
이문3구역주택재개발사업,주택재개발사업구역,37.604563,127.064821,70782.4
상계1구역-자력6구역 8블록 9롯트 일대,주택재개발사업구역,37.674161,127.083051,86976.0
거여4구역주택재개발사업,주택재개발사업구역,37.490833,127.150641,9789.5
신당5구역주택재개발사업,주택재개발사업구역,37.558288,127.017791,55577.5
홍제3구역주택재개발사업,주택재개발사업구역,37.587453,126.949941,61369.5
도봉2구역주택재개발사업,주택재개발사업구역,37.67343,127.047237,13446.2
마장동 382번지 일대 주택정비형 재개발사업,주택재개발사업구역,37.563285,127.045007,18034.6
만리제1주택재개발사업,주택재개발사업구역,37.555046,126.965759,11333.9
청량리재정비촉진지구전농12구역주택,주택재개발사업구역,37.57588,127.046339,16237.1
수색13 주택재개발사업,주택재개발사업구역,37.586217,126.893172,69682.6
용문구역 주택재개발,주택재개발사업구역,37.536265,126.9592,12831.7
흑석3구역,주택재개발사업구역,37.501551,126.961749,102975.2
가리봉1구역 주택정비형 재개발사업,주택재개발사업구역,37.48297,126.889319,83514.9
상계동 154-3일대 주택정비형 재개발정비구역,주택재개발사업구역,37.664318,127.07116,216778.2
옥수9구역주택재개발사업,주택재개발사업구역,37.542176,127.014042,49698.4
흑석7구역주택재개발사업,주택재개발사업구역,37.510311,126.960332,74307.4
아현1-3구역 주택재개발정비사업,주택재개발사업구역,37.555506,126.959204,23666.2
청파2구역 주택정비형 재개발사업,주택재개발사업구역,37.549089,126.966226,82558.6
전농7재정비촉진구역,주택재개발사업구역,37.576366,127.05251,152932.6
홍제14구역주택재개발사업,주택재개발사업구역,37.5784,126.951373,23686.0
상도제10구역주택재개발정비사업,주택재개발사업구역,37.505923,126.937768,32164.8
고척제4 주택재개발정비사업,주택재개발사업구역,37.503451,126.858685,41675.2
전농 제6구역 주택재개발정비사업,주택재개발사업구역,37.580413,127.060968,72049.5
시흥1구역주택재개발사업,주택재개발사업구역,37.448314,126.918625,202839.0
답십리제14구역 주택재개발정비사업,주택재개발사업구역,37.56773,127.059492,32857.9
신월1구역주택재개발사업,주택재개발사업구역,37.532978,126.826811,92528.9
응암동 755번지 일대 주택정비형 재개발사업,주택재개발사업구역,37.584628,126.92006,59407.9
명륜4구역주택재개발사업,주택재개발사업구역,37.581564,126.999795,9990.1
삼선1구역주택재개발사업,주택재개발사업구역,37.583719,127.013377,60469.2
정릉1구역주택재개발사업,주택재개발사업구역,37.600005,127.019453,30923.1
미아제10-1주택재개발정비구역,주택재개발사업구역,37.612745,127.025822,18651.8
가재울7 재정비촉진구역,주택재개발사업구역,37.578378,126.913422,79144.4
신월7동 1구역 주택정비형 재개발구역,주택재개발사업구역,37.522967,126.834262,130472.2
전농제9 주택재개발 정비사업,주택재개발사업구역,37.583262,127.051529,49061.1
옥수7구역주택재개발사업,주택재개발사업구역,37.543506,127.018288,62885.7
금호 제14-1 주택재개발 정비사업,주택재개발사업구역,37.547358,127.023042,5147.6
종암8구역 주택재개발 정비사업,주택재개발사업구역,37.596976,127.039869,26930.3
독산시흥구역,주택재개발사업구역,37.459012,126.900805,88333.5
서계 통합구역 주택정비형 재개발구역,주택재개발사업구역,37.551714,126.966053,113449.5
신공덕6구역주택재개발사업,주택재개발사업구역,37.544643,126.955942,10826.2
시흥1구역 주택정비형 재개발사업,주택재개발사업구역,37.457876,126.906726,68329.8
충정로1구역 주택정비형 공공재개발사업,주택재개발사업구역,37.560648,126.964311,7522.5
천호 3-1구역,주택재개발사업구역,37.543167,127.133194,26630.4
흑석11재정비촉진구역,주택재개발사업구역,37.504958,126.96897,89792.3
흑석9재정비촉진구역,주택재개발사업구역,37.504681,126.962901,94921.2
금호10구역주택재개발사업,주택재개발사업구역,37.549868,127.020671,20620.5
마천4구역,주택재개발사업구역,37.49276,127.154899,70610.8
안암제2구역 주택재개발정비사업,주택재개발사업구역,37.584972,127.023718,11189.2
한남4재정비촉진구역,주택재개발사업구역,37.526636,126.999395,160274.0
면목1구역주택재개발사업,주택재개발사업구역,37.572466,127.086351,23216.0
효창제6구역 주택재개발정비사업,주택재개발사업구역,37.547583,126.962704,18608.0
구로3구역주택재개발정비사업,주택재개발사업구역,37.48818,126.896187,21941.2
행당4구역주택재개발사업,주택재개발사업구역,37.556627,127.031805,25205.8
가재울4재정비촉진구역,주택재개발사업구역,37.572857,126.917175,284624.2
사당7구역주택재개발사업,주택재개발사업구역,37.493363,126.975098,11357.7
정릉골 주택재개발사업,주택재개발사업구역,37.614407,127.001698,204981.7
미아뉴타운지구 제12구역 주택재개발,주택재개발사업구역,37.617178,127.020369,69897.9
공덕 제6주택재개발정비사업,주택재개발사업구역,37.547968,126.956046,11227.4
역삼1구역주택재개발사업,주택재개발사업구역,37.490481,127.039974,54880.3
금호7구역주택재개발사업,주택재개발사업구역,37.550328,127.017988,18254.1
돈암1구역주택재개발사업,주택재개발사업구역,37.59865,127.015087,10584.0
금호6구역주택재개발사업,주택재개발사업구역,37.552373,127.02678,119162.2
상도3구역주택재개발사업,주택재개발사업구역,37.501607,126.931602,21974.1
노량진2재정비촉진구역,주택재개발사업구역,37.506978,126.93914,16204.2
노량진6재정비촉진구역,주택재개발사업구역,37.507655,126.936574,73238.2
마천5 재정비촉진구역,주택재개발사업구역,37.499099,127.149348,106474.9
응암7주택재개발정비사업,주택재개발사업구역,37.591962,126.925202,72565.0
봉천8구역주택재개발사업,주택재개발사업구역,37.48519,126.94407,75553.4
용두제1주택재개발정비구역,주택재개발사업구역,37.575495,127.036224,58262.4
홍제9구역주택재개발사업,주택재개발사업구역,37.583138,126.947201,45415.0
상계6구역주택재개발사업,주택재개발사업구역,37.671265,127.081728,227749.2
주택재개발사업(북아현1구역),주택재개발사업구역,37.560198,126.952496,244406.9
보문제3주택재개발정비사업,주택재개발사업구역,37.579958,127.018465,52487.6
당산1구역주택재개발사업,주택재개발사업구역,37.519747,126.90041,6659.9
효창2구역주택재개발사업,주택재개발사업구역,37.541965,126.957934,16169.2
신림7구역주택재개발사업,주택재개발사업구역,37.461643,126.919732,27774.3
재개발 정비구역,주택재개발사업구역,37.557192,127.037194,49445.4
천호동532-2번지일대 주택정비형재개발정비구역,주택재개발사업구역,37.540468,127.130842,24674.5
구로제8주택 재개발구역,주택재개발사업구역,37.486136,126.890309,19775.2
종암주택재개발사업,주택재개발사업구역,37.601042,127.037116,48328.0
용두5 주택재개발구역,주택재개발사업구역,37.5716,127.029269,37697.4
영동포1구역주택재개발사업,주택재개발사업구역,37.514825,126.912712,13649.9
구로4구역주택재개발사업,주택재개발사업구역,37.492016,126.894105,14906.1
번동 441-3번지 일대 주택정비형 재개발정비구역,주택재개발사업구역,37.634288,127.02864,33844.9
상도14구역 주택정비형 재개발구역,주택재개발사업구역,37.49894,126.936045,51421.8
수유1구역주택재개발사업,주택재개발사업구역,37.642382,127.018979,69777.9
수색9 재정비촉진구역 주택재개발사업,주택재개발사업구역,37.581057,126.900087,36346.0
돈암제5구역 주택재개발정비사업,주택재개발사업구역,37.600544,127.022851,20915.6
정릉제10구역주택재개발정비사업,주택재개발사업구역,37.601729,127.011375,17972.2
녹번제1구역 제2지구,주택재개발사업구역,37.604147,126.936243,66612.2
신림2재정비촉진구역,주택재개발사업구역,37.463697,126.930216,95974.7
신당1구역주택재개발사업,주택재개발사업구역,37.55998,127.021743,46163.9
방배2구역주택재개발사업,주택재개발사업구역,37.472647,126.984074,20649.4
효창제4주택정비형 재개발사업,주택재개발사업구역,37.540306,126.960144,10043.0
"성동구 금호제17,19 주택재개발구역 정",주택재개발사업구역,37.552787,127.022463,24355.8
상계2 재정비촉진구역,주택재개발사업구역,37.671742,127.078794,100721.5
신사2구역주택재개발사업,주택재개발사업구역,37.598806,126.90724,9987.8
한남3 재정비촉진구역,주택재개발사업구역,37.530337,127.002021,386360.5
주택재개발사업(북아현1-1구역),주택재개발사업구역,37.56211,126.951067,77395.5
신길4구역주택재개발사업,주택재개발사업구역,37.498529,126.902256,6184.2
휘경제2구역 주택재개발정비사업,주택재개발사업구역,37.591025,127.068367,15519.5
오류1구역주택재개발사업,주택재개발사업구역,37.499293,126.839164,51797.0
용두제6구역 주택재개발정비사업,주택재개발사업구역,37.579622,127.02818,53284.0
봉천4-2구역주택재개발사업,주택재개발사업구역,37.490312,126.944541,116097.4
휘경 제5 주택정비형재개발사업,주택재개발사업구역,37.585231,127.066575,49792.1
신림3재정비촉진구역,주택재개발사업구역,37.460665,126.932684,35082.5
금호1-7구역주택재개발사업,주택재개발사업구역,37.552972,127.028469,48765.3
북가좌2구역주택재개발사업,주택재개발사업구역,37.576543,126.913037,27056.4
천호3구역주택재개발사업,주택재개발사업구역,37.539194,127.129062,7230.0
대림1구역,주택재개발사업구역,37.493313,126.902903,42338.0
현석2주택재개발정비구역,주택재개발사업구역,37.543182,126.935381,38095.1
신계구역주택재개발정비사업,주택재개발사업구역,37.535769,126.966836,58626.9
정릉4구역주택재개발사업,주택재개발사업구역,37.617696,127.007859,133973.0
청운1구역주택재개발사업,주택재개발사업구역,37.591287,126.968196,15622.1
삼청1구역주택재개발사업,주택재개발사업구역,37.585612,126.984168,7127.9
용두2구역주택재개발사업,주택재개발사업구역,37.573419,127.036361,21542.9
천호A1-2구역(천호동461-31일대주택정비형재개발구역),주택재개발사업구역,37.540708,127.121838,30699.6
옥인주택재개발사업,주택재개발사업구역,37.603615,126.907639,31817.0
봉천6구역주택재개발사업,주택재개발사업구역,37.47266,126.965615,15019.4
재정비촉진구역,주택재개발사업구역,37.531188,126.997574,115004.2
옥수8구역주택재개발사업,주택재개발사업구역,37.540024,127.016245,35162.2
상계5재정비촉진구역,주택재개발사업구역,37.66881,127.078772,115427.1
마천3재정비촉진구역,주택재개발사업구역,37.494233,127.156544,134245.2
효창 제4주택재개발 정비구역,주택재개발사업구역,37.540306,126.960144,10043.0
흑석3 재정비촉진구역-주택재개발사,주택재개발사업구역,37.501537,126.961741,102038.5
영천구역 주택재개발정비구역,주택재개발사업구역,37.570949,126.959969,10962.0
불광제5 주택정비형 재개발사업,주택재개발사업구역,37.614605,126.930784,116433.4
보문1구역주택재개발사업,주택재개발사업구역,37.585574,127.016673,20959.1
홍제1구역주택재개발사업,주택재개발사업구역,37.594974,126.952558,48587.2
석관3구역주택재개발사업,주택재개발사업구역,37.607523,127.053616,15223.9
숭인동 56일대 주택정비형 재개발구역,주택재개발사업구역,37.578847,127.016618,42233.5
홍은10구역주택재개발사업,주택재개발사업구역,37.59694,126.937988,15754.8
고척3구역주택재개발사업,주택재개발사업구역,37.504639,126.859164,17657.3
신사1구역주택재개발사업,주택재개발사업구역,37.599,126.906221,14508.7
상계3재정비촉진구역,주택재개발사업구역,37.670602,127.08321,122385.4
주택재개발정비구역,주택재개발사업구역,37.477834,126.941738,28289.2
쌍문3구역 주택정비형 재개발사업,주택재개발사업구역,37.646106,127.026414,14975.7
장충1구역주택재개발사업,주택재개발사업구역,37.558964,127.001387,22527.3
황학구역 주택재개발정비사업,주택재개발사업구역,37.570864,127.021129,46521.2
행당제6주택재개발정비구역,주택재개발사업구역,37.555521,127.038409,50200.2
상도8구역주택재개발사업,주택재개발사업구역,37.494276,126.935614,13440.6
녹번제1구역 제1지구,주택재개발사업구역,37.601734,126.936726,39311.5
청량리6구역주택재개발사업,주택재개발사업구역,37.588756,127.041328,84486.4
상봉13구역 주택정비형 재개발사업,주택재개발사업구역,37.595296,127.095648,49353.2
천호A1-1구역 주택정비형 공공재개발사업,주택재개발사업구역,37.541393,127.120512,26549.0
중계본동 주택재개발정비사업,주택재개발사업구역,37.642694,127.086069,188151.8
북아현1-3구역 주택재개발사업,주택재개발사업구역,37.558607,126.953161,106665.7
홍은제8주택재개발정비사업,주택재개발사업구역,37.599404,126.946145,33755.9
북가좌1구역주택재개발사업,주택재개발사업구역,37.575894,126.909091,30891.3
불광1구역주택재개발사업,주택재개발사업구역,37.611829,126.934086,37428.2
보문4구역주택재개발사업,주택재개발사업구역,37.583093,127.016263,31622.7
성수전략정비구역 제3주택정비형 재개발정비구역,주택재개발사업구역,37.53648,127.055369,114215.0
수유2구역주택재개발사업,주택재개발사업구역,37.64463,127.0184,27574.5
