자치구,사업구분,사업장명,대표지번,진행단계,lat,lng,매칭구역,has_polygon
마포구,재개발(도시정비형),마포로3구역제3지구 도시환경정비사업조합,아현동 613-10,착공,37.55289357606819,126.95586525227102,마포로3구역 제3지구 도시정비형재개발사업,True
마포구,재개발(주택정비형),아현3구역 주택재개발정비사업 조합(뉴타운),아현동 635,조합해산,37.52904800135316,126.9670616292404,3구역,True
마포구,재개발(주택정비형),염리5구역 주택재개발 조합설립추진위원회(뉴타운),염리동 105,추진위원회승인,37.52634210552457,126.96596738306883,5구역,True
마포구,재개발(주택정비형),염리제3구역주택재개발정비사업조합(뉴타운),염리동 507,조합해산,37.52904800135316,126.9670616292404,3구역,True
양천구,재건축,신월4동431번지일대 주택재건축정비사업조합,신월동 432-6,이전고시,37.52050824965235,126.85186260618221,도시환경정비사업,True
강서구,재건축,유풍연립주택재건축정비사업조합설립추진위원회,화곡동 1040-24,추진위원회승인,37.52050824965235,126.85186260618221,도시환경정비사업,True
강서구,재건축,태원연립주택재건축정비사업조합,등촌동 651,이전고시,37.52050824965235,126.85186260618221,도시환경정비사업,True
강서구,재건축,긴등마을주택재건축정비사업조합,마곡동 725-1,준공인가,37.564147152648154,126.81740964202776,긴등마을 재정비촉진구역,True
구로구,재건축,개봉3 재건축정비사업조합,개봉동 454-14,조합설립인가,37.487472248333255,126.85772171113777,개봉3동 너른뜰마을 관리형주거환경개선사업 정비구역,True
구로구,재건축,개봉5구역 주택재건축정비사업조합,개봉동 68-64,착공,37.52634210552457,126.96596738306883,5구역,True
영등포구,재개발(도시정비형),영등포1-2재정비촉진구역 도시환경정비사업 조합,영등포동7가 76-5,사업시행인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
영등포구,재개발(도시정비형),67. 양평제10구역 도시환경정비사업 조합설립추진위원회,양평동1가 9-6,추진위원회승인,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
중랑구,가로주택정비,망우동 509의1 가로주택정비사업,망우동 509-1,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,소규모재건축,고덕대우아파트 소규모재건축사업,고덕동 470,조합설립인가,37.51723913697075,127.1070626152365,주택재건축사업,True
강동구,재개발(주택정비형),천호 A1-1구역 공공재개발 정비사업 주민대표회의,천호동 467-61,조합설립인가,37.569311414966045,126.99528506226414,1-1구역,True
성북구,가로주택정비,석관2의2구역 가로주택정비사업,석관동 332-336,조합설립인가,37.569464434234625,126.99356150326884,2구역,True
양천구,재건축,목동13단지아파트 재건축정비사업,신정동 327,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
영등포구,재개발(주택정비형),신길16-2구역 주택재개발,신길동 314-14,정비계획 수립,37.569464434234625,126.99356150326884,2구역,True
성북구,재개발(주택정비형),하월곡1구역 주택정비형 재개발사업,하월곡동 70-1,추진위원회승인,37.608241250442745,127.03516492141671,하월곡1구역 주택정비형 재개발사업,True
관악구,재개발(주택정비형),신림6구역 재개발정비사업,신림동 419,정비계획 수립,37.47307545028836,126.91505359875612,신림6구역주택재개발사업,True
중랑구,재개발(도시정비형),(임시) 사가정역세권 도시정비형 재개발사업,면목동 572-1,정비계획 수립,37.51723913697075,127.1070626152365,주택재건축사업,True
양천구,가로주택정비,신월1동 144-20번지 일원 가로주택정비사업조합(신월1동 모아타운 1구역),신월동 144-20,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
동작구,소규모재건축,극동강변소규모재건축정비사업조합,본동 148-2,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
은평구,재건축,불광미성아파트 주택재건축정비사업,불광동 248,정비계획 수립,37.52050824965235,126.85186260618221,도시환경정비사업,True
도봉구,재개발(주택정비형),쌍문2구역(쌍문동 81번지 일대) 주택정비형 재개발사업,쌍문동 81,정비계획 수립,37.569464434234625,126.99356150326884,2구역,True
동작구,재개발(주택정비형),사당17구역 주택정비형 재개발사업,사당동 63-1,추진위원회승인,37.51723913697075,127.1070626152365,주택재건축사업,True
도봉구,재개발(주택정비형),방학동 638일대 주택정비형 재개발사업,방학동 638,정비계획 수립,37.51723913697075,127.1070626152365,주택재건축사업,True
도봉구,재개발(주택정비형),방학동 641일대 주택정비형 재개발사업,방학동 641,정비계획 수립,37.51723913697075,127.1070626152365,주택재건축사업,True
종로구,재개발(주택정비형),창신동629번지 일대 주택정비형 재개발정비사업,창신동 629,정비계획 수립,37.52050824965235,126.85186260618221,도시환경정비사업,True
중랑구,재개발(주택정비형),면목9구역 공공재개발정비사업,면목동 527,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
영등포구,재개발(주택정비형),신길5재정비촉진구역 주택재개발정비사업조합,신길동 1583-1,조합해산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
영등포구,재건축,유원제일1차아파트 주택재건축정비사업조합,당산동4가 91,착공,37.52968200459455,126.8963112891634,유원제일1차아파트 주택재건축정비사,True
영등포구,재건축,남성아파트 주택재건축정비사업조합,문래동2가 35,사업시행인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
영등포구,재건축,미성아파트 주택재건축정비사업 조합설립추진위원회,여의도동 37,추진위원회승인,37.52050824965235,126.85186260618221,도시환경정비사업,True
영등포구,재개발(도시정비형),영등포1-4재정비촉진구역 도시환경정비사업조합,영등포동7가 145-8,조합청산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
종로구,재개발(주택정비형),신영제1구역 주택재개발정비사업조합,신영동 158-2,철거,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
종로구,재건축,무악연립제2주택재건축정비사업조합,무악동 71-1,조합청산,37.52050824965235,126.85186260618221,도시환경정비사업,True
종로구,재개발(도시정비형),내자동 도시환경정비사업 조합설립추진위원회,내자동 81,추진위원회승인,37.52050824965235,126.85186260618221,도시환경정비사업,True
중구,재개발(주택정비형),신당제11주택재개발정비사업조합,신당동 85,조합해산,37.52050824965235,126.85186260618221,도시환경정비사업,True
중구,재개발(주택정비형),만리제2주택재개발정비사업조합,만리동2가 176-1,조합해산,37.55387171095728,126.96332922831678,만리제2주택재개발사업,True
중구,재개발(주택정비형),신당제8구역 재개발정비사업조합,신당동 321-1,관리처분인가,37.5581031896227,127.01562644268347,신당 제8구역 주택재개발정비사업,True
중구,재개발(도시정비형),마포로5-10구역도시환경정비사업조합설립추진위원회,중림동 186-1,추진위원회승인,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
용산구,재건축,후암동제1구역 주택재건축정비사업 조합설립추진위원회,후암동 142-4,추진위원회승인,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
용산구,재건축,왕궁아파트 주택재건축 정비사업조합,이촌동 300-11,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
동작구,재개발(도시정비형),신대방역세권 재개발정비사업조합,신대방동 600-14,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
송파구,재개발(주택정비형),거여2재정비촉진구역제2지구 주택재개발정비사업조합,거여동 234,조합해산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
동대문구,재건축,뉴장안연립 주택재건축정비사업 조합,장안동 435-4,이전고시,37.52050824965235,126.85186260618221,도시환경정비사업,True
동대문구,재개발(주택정비형),청량리제6구역주택재개발정비사업조합,청량리동 205,사업시행인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
동대문구,재개발(주택정비형),답십리제14구역주택재개발정비사업조합,답십리동 25,조합해산,37.56771968292593,127.05962565488598,답십리제14구역 주택재개발정비사업,True
영등포구,소규모재건축,당산현대2차아파트 소규모재건축정비사업조합,당산동4가 92,관리처분인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
강북구,가로주택정비,번동 3구역 가로주택 정비사업 조합,번동 430-27,사업시행인가,37.52904800135316,126.9670616292404,3구역,True
강북구,가로주택정비,번동 5구역 가로주택 정비사업 조합,번동 427-63,사업시행인가,37.52634210552457,126.96596738306883,5구역,True
서초구,재건축,강남원효성빌라 재건축정비사업조합,반포동 591-1,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
동대문구,재개발(주택정비형),용두제6구역 주택재개발정비사업조합,용두동 753-9,조합해산,37.579641652895106,127.02829308013348,용두제6구역 주택재개발정비사업,True
동대문구,재개발(주택정비형),휘경2재정비촉진구역 주택재개발정비사업조합,휘경동 128-12,조합해산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
동대문구,재개발(주택정비형),이문1재정비촉진구역 주택재개발정비사업조합,이문동 257-42,분양,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
동대문구,재개발(주택정비형),휘경3재정비촉진구역 주택재개발정비사업조합,휘경동 172,준공인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
동대문구,재개발(주택정비형),전농8구역주택재개발정비사업조합,전농동 204,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
동대문구,재개발(도시정비형),전농도시환경정비사업조합,전농동 494,사업시행인가,37.575956813027716,127.04628828449357,청량리재정비촉진지구전농12구역주택,True
동대문구,재개발(주택정비형),전농제12구역 재개발정비사업조합,전농동 643,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
노원구,소규모재건축,대명아파트 소규모재건축정비사업위원회,공릉동 270-71,착공,37.52050824965235,126.85186260618221,도시환경정비사업,True
성북구,가로주택정비,가칭)장위11-8구역 가로주택정비사업 준비위원회,장위동 68-274,추진위원회승인,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
중구,재개발(주택정비형),신당10구역주택재개발정비사업조합,신당동 236-100,조합설립인가,37.564208186692504,127.0125635151088,신당10구역주택재개발사업,True
영등포구,재건축,여의도시범아파트주택재건축정비사업(신탁방식-한국자산신탁),여의도동 50,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
양천구,재건축,신정수정아파트 재건축정비사업,신정동 733-31,관리처분인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
성북구,재개발(주택정비형),돈암·정릉구역 주택재개발정비사업 조합,돈암동 535-54,조합청산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성북구,재개발(주택정비형),돈암제5구역 주택재개발정비사업조합,돈암동 13-7,조합해산,37.6005712063257,127.02301526910789,돈암제5구역 주택재개발정비사업,True
성북구,재개발(주택정비형),보문제3구역 주택재개발정비사업조합,보문동6가 207,조합청산,37.52904800135316,126.9670616292404,3구역,True
관악구,재개발(주택정비형),신림1재정비촉진구역 재개발정비사업조합,신림동 808,사업시행인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성북구,재개발(주택정비형),석관제3구역 주택재개발정비사업조합,석관동 338-540,조합해산,37.52904800135316,126.9670616292404,3구역,True
성북구,재개발(주택정비형),보문제5구역 주택재개발정비사업조합,보문동1가 196-11,착공,37.52634210552457,126.96596738306883,5구역,True
성북구,재개발(주택정비형),삼선제5구역 주택재개발정비사업조합,삼선동2가 296,분양,37.52634210552457,126.96596738306883,5구역,True
성북구,재건축,안암제1구역 주택재건축정비사업조합,안암동3가 136-1,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성북구,재개발(주택정비형),정릉길음제9구역 주택재개발정비사업조합,정릉동 10,조합해산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성북구,재개발(주택정비형),장위14구역 주택재개발정비사업조합,장위동 233-552,조합설립인가,37.61285148008041,127.0437874773264,장위 14구역,True
성북구,재개발(주택정비형),보문제4구역 주택재개발정비사업조합,보문동3가 225,조합해산,37.5696749973672,126.99653130397422,4구역,True
광진구,소규모재건축,중곡동 대원빌라 소규모재건축,중곡동 18-16,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
영등포구,지역주택,(가칭)신길5동지역주택조합추진위원회,신길동 355-105,,37.52050824965235,126.85186260618221,도시환경정비사업,True
강북구,재개발(도시정비형),강북7구역(예정) 도시정비형 재개발사업,미아동 60-5,정비계획 수립,37.51723913697075,127.1070626152365,주택재건축사업,True
강북구,재개발(도시정비형),강북3구역 도시환경정비사업 조합설립추진위원회,미아동 45-32,추진위원회승인,37.52904800135316,126.9670616292404,3구역,True
강북구,재건축,수유제1-1구역 주택재건축정비사업 조합설립추진위원회,수유동 472-81,추진위원회승인,37.569311414966045,126.99528506226414,1-1구역,True
금천구,재건축,시흥동 남서울 럭키아파트 재건축 예정구역,시흥동 1002-2,정비계획 수립,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
용산구,재개발(주택정비형),한남 제3재정비촉진구역 주택재개발정비사업 조합,한남동 686,철거,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
용산구,재개발(주택정비형),한남5재정비촉진구역 주택재개발정비사업 조합,동빙고동 60,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
중랑구,재개발(주택정비형),중화1재정비촉진구역 주택재개발정비사업 조합,중화동 331-1,준공인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
강동구,재건축,성내미주아파트 주택재건축정비사업조합,성내동 547-1,이전고시,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,재건축,선화연립 주택재건축정비사업조합,성내동 405-9,이전고시,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,재건축,고덕주공2단지아파트 주택재건축정비사업조합,고덕동 212,조합청산,37.55858928349536,127.16484089867343,고덕주공2단지아파트 주택재건축정비,True
강동구,재건축,고덕주공4단지아파트 주택재건축정비사업조합 청산위원회,상일동 134,조합해산,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,재건축,고덕주공5단지아파트 주택재건축정비사업조합,상일동 131,조합청산,37.52050824965235,126.85186260618221,도시환경정비사업,True
강남구,재건축,대성연립주택재건축정비사업조합,논현동 191-4,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
영등포구,재건축,78. 유원제일2차아파트 재건축정비사업,당산동5가 7-2,정비계획 수립,37.52050824965235,126.85186260618221,도시환경정비사업,True
구로구,재건축,구로동440번지일대(보광아파트)재건축정비사업조합,구로동 440,사업시행인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
서초구,재건축,삼호가든5차아파트 재건축정비사업조합,반포동 30-1,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
서초구,재건축,신반포27차아파트 주택재건축정비사업조합,잠원동 56-2,관리처분인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,재건축,고덕주공6단지아파트 주택재건축정비사업조합,상일동 124,조합해산,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,재건축,현대연립 주택재건축정비사업조합,둔촌동 513-1,이전고시,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,재건축,풍전연립 주택재건축정비사업조합,천호동 28-32,이전고시,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,재건축,목화연립 주택재건축정비사업조합,성내동 209,사업시행인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,재개발(도시정비형),천호1 도시환경정비사업조합,천호동 423-200,준공인가,37.54887648491251,127.13884000980538,천호1구역주택재개발사업,True
강동구,재건축,고덕주공3단지아파트 주택재건축정비사업조합,상일동 121,조합청산,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,재건축,고덕주공7단지아파트 주택재건축정비사업조합,상일동 187,조합청산,37.52050824965235,126.85186260618221,도시환경정비사업,True
서대문구,재개발(도시정비형),가재울8 재정비촉진구역 재개발정비사업조합,남가좌동 289-54,준공인가,37.57091036957126,126.91471066870761,가재울8재정비촉진구역,True
광진구,재건축,자양아파트 주택재건축정비사업 조합,자양동 658-14,이전고시,37.52050824965235,126.85186260618221,도시환경정비사업,True
서초구,재건축,신반포18차24차 주택재건축정비사업조합,잠원동 52,조합청산,37.52050824965235,126.85186260618221,도시환경정비사업,True
동대문구,재개발(주택정비형),신설제1구역 공공재개발정비사업 ,신설동 92-5,사업시행인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
서대문구,재건축,연희1주택재건축정비사업조합,연희동 711,조합해산,37.57038882534424,126.92201574156714,연희1 주거환경개선사업,True
동대문구,재개발(주택정비형),청량리제8구역 주택재개발정비사업조합,청량리동 435,관리처분인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
송파구,재건축,가락시영아파트 주택재건축정비사업 조합,가락동 479,조합해산,37.49756217462955,127.10774039595248,가락시영아파트 주택재건축 정비구역,True
용산구,재건축,강변강서아파트 주택재건축 정비사업조합,이촌동 193-3,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
강북구,소규모재건축,삼흥연립주택 재건축정비사업조합,수유동 486-2,사업시행인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,재건축,삼익그린2차 주택재건축정비사업 조합,명일동 15,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
중랑구,지역주택,(가칭)면목2동지역주택조합,면목동 192,조합창립총회,37.52050824965235,126.85186260618221,도시환경정비사업,True
서대문구,소규모재건축,서강빌라 소규모재건축정비사업,홍제동 90-6,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
동작구,지역주택,(가칭)사당2동 지역주택조합 추진위원회,사당동 57-18,,37.52050824965235,126.85186260618221,도시환경정비사업,True
성북구,가로주택정비,종암동 112번지 일대 가로주택정비사업,종암동 112-37,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
동대문구,재개발(주택정비형),전농제11구역 주택재개발정비사업조합,전농동 518,조합청산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
중랑구,재개발(주택정비형),중화2재정비촉진구역 주택재개발정비사업,중화동 329-38,정비구역지정,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성북구,재개발(주택정비형),보문제2구역 주택재개발정비사업조합,보문동1가 60-28,준공인가,37.569464434234625,126.99356150326884,2구역,True
동대문구,재개발(주택정비형),청량리제7구역 주택재개발정비사업조합,청량리동 199,착공,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
강북구,재건축,미아제4-1구역 주택재건축정비사업 조합,미아동 8-373,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성북구,재개발(주택정비형),동선제2구역 주택재개발정비사업조합,동선동4가 304-2,관리처분인가,37.569464434234625,126.99356150326884,2구역,True
영등포구,재건축,신길13재정비촉진구역,신길동 340-1,사업시행인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
동작구,재개발(주택정비형),흑석9재정비촉진구역 조합,흑석동 90,착공,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
용산구,재개발(도시정비형),동자동 제4구역 도시환경정비사업조합,동자동 36-17,조합청산,37.55125545140776,126.97337899541235,동자동 제4구역 도시환경정비사업,True
강북구,재개발(주택정비형),미아제11구역 재개발정비사업조합,미아동 791-108,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
노원구,재건축,월계2(인덕마을) 주택재건축정비사업조합,월계동 633-31,조합해산,37.52050824965235,126.85186260618221,도시환경정비사업,True
노원구,재개발(주택정비형),상계4재정비촉진구역 주택재개발정비사업 조합,상계동 85-33,조합해산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
노원구,재개발(주택정비형),상계1재정비촉진구역 주택재개발정비사업 조합,상계동 자력6구역 8블럭 9롯트,관리처분인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
노원구,재개발(주택정비형),상계6재정비촉진구역 주택재개발정비사업 조합,상계동 95-3,준공인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
은평구,재개발(주택정비형),응암제10구역주택재개발정비사업조합,응암동 419,조합청산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
은평구,재개발(주택정비형),녹번제1구역3지구주택재개발정비사업조합,녹번동 4,조합청산,37.60461670679309,126.9364433279273,녹번제1구역 주택재개발정비사업,True
서대문구,재개발(주택정비형),영천구역주택재개발정비사업조합,영천동 69-20,착공,37.57099262758743,126.95998221794538,영천구역 주택재개발정비구역,True
서대문구,재건축,북가좌제6구역 주택재건축정비사업조합,북가좌동 372-1,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
서대문구,재개발(주택정비형),북아현 1 - 2 재정비촉진구역 주택재개발 정비사업조합,북아현동 174,조합청산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
서대문구,재개발(주택정비형),북아현 1-3 재정비촉진구역 주택재개발 정비사업조합,북아현동 149,조합해산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
서대문구,재개발(주택정비형),북아현 3 재정비촉진구역 주택재개발 정비사업조합,북아현동 3-66,사업시행인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
서대문구,재건축,남가좌동 제1구역주택재건축정비사업조합,남가좌동 369-10,조합청산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
서대문구,재개발(주택정비형),북아현 2 재정비촉진구역 주택재개발 정비사업조합,북아현동 520,사업시행인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
서대문구,재개발(주택정비형),홍제 제2구역 주택재개발정비사업조합,홍제동 156,조합해산,37.569464434234625,126.99356150326884,2구역,True
서대문구,재건축,홍은제1주택재건축정비사업조합,홍은동 104-4,이전고시,37.52050824965235,126.85186260618221,도시환경정비사업,True
강동구,재건축,삼익파크아파트 재건축사업조합,길동 54,사업시행인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
송파구,소규모재건축,가락현대5차아파트 소규모재건축정비사업조합,가락동 161-3,착공,37.52050824965235,126.85186260618221,도시환경정비사업,True
중랑구,재건축,면목1 주택재건축정비사업조합,면목동 520-19,조합청산,37.57965804831033,127.09363448723018,면목1 주택재건축 정비구역,True
영등포구,재건축,신길10재정비촉진구역 주택재건축정비사업 사업시행자(한국토지신탁),신길동 3590,관리처분인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
영등포구,재건축,여의도 목화아파트 주택재건축정비사업조합,여의도동 30,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
강서구,재건축,등마루아파트 주택재건축정비사업 조합,염창동 275-5,관리처분인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
성동구,재개발(주택정비형),금호제19구역 주택재개발정비사업조합,금호동2가 900,조합해산,37.55118016477569,127.0243499852373,금호제19주택재개발구역,True
광진구,지역주택,(가칭)한강광장 지역주택조합 추진위원회,광장동 332-9,조합원 모집신고,37.52050824965235,126.85186260618221,도시환경정비사업,True
도봉구,가로주택정비,창동 501-13번지 일원 가로주택정비사업,창동 501-13,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
서초구,가로주택정비,방배동 도구머리공원 방배빌라 등 가로주택정비사업,방배동 980-36,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
성북구,소규모재건축,정릉스카이연립 소규모재건축정비사업,정릉동 670-24,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
성북구,가로주택정비,성북동300-5번지일대 가로주택정비사업조합,성북동 300-5,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
은평구,재개발(도시정비형),독바위 장기전세주택 건립,불광동 227-7,정비구역지정,37.52050824965235,126.85186260618221,도시환경정비사업,True
마포구,재개발(주택정비형),공덕7구역 주택정비형 재개발사업,공덕동 115-97,조합설립인가,37.548830278019224,126.95877700431213,공덕7구역 주택정비형 재개발사업,True
동대문구,재개발(주택정비형),청량리제9구역 주택정비형 재개발사업,청량리동 19,추진위원회승인,37.5867645498948,127.05038092986537,청량리 제9구역 주택정비형 재개발사업,True
성북구,가로주택정비,정릉동 545-12번지 일대 가로주택정비사업,정릉동 545-12,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
성동구,재개발(주택정비형),마장동382번지 일대 재개발정비사업,마장동 382,정비계획 수립,37.56338419238776,127.04496074628011,마장동 382번지 일대 주택정비형 재개발사업,True
성동구,재건축,성수제1구역주택재건축정비사업조합,성수동1가 656-1267,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성동구,재개발(주택정비형),왕십리뉴타운 제2구역 주택재개발정비사업조합,상왕십리동 12-37,조합해산,37.569464434234625,126.99356150326884,2구역,True
성동구,재개발(주택정비형),금호제14-1구역 주택재개발정비사업조합,금호동4가 480,조합해산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성동구,재개발(주택정비형),금호제17구역 주택재개발정비사업조합,금호동2가 566,조합청산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성북구,가로주택정비,장위13의8구역 가로주택정비사업,장위동 219-114,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성북구,가로주택정비,대광빌라 가로주택정비사업,안암동3가 54,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
강북구,가로주택정비,번동2-2구역 가로주택정비사업,번동 458-2,조합설립인가,37.569464434234625,126.99356150326884,2구역,True
영등포구,재건축,여의도 한양아파트 재건축정비사업,여의도동 42,사업시행인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
용산구,재개발(주택정비형),청파제2구역주택재개발정비사업 (신속통합기획),청파동1가 89-18,정비구역지정,37.569464434234625,126.99356150326884,2구역,True
종로구,재개발(도시정비형),창신 1-6구역 도시정비형 재개발사업,창신동 459-12,조합설립인가,37.562540656864776,126.99594280903816,1-6구역,True
영등포구,가로주택정비,신길동 4377 일원 가로주택정비사업조합,신길동 4377,관리처분인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
서대문구,가로주택정비,홍은동11-360번지 일원 가로주택정비사업조합,홍은동 11-360,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
중랑구,가로주택정비,면목역5구역 가로주택정비사업,면목동 100-38,조합해산,37.52634210552457,126.96596738306883,5구역,True
송파구,가로주택정비,가락현대6차아파트 가로주택정비사업,가락동 55,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
구로구,가로주택정비,고척동241-11번지일대 가로주택정비사업,고척동 241-11,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
강서구,소규모재건축,보성연립 소규모재건축사업조합,화곡동 359-124,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
강서구,재개발(주택정비형),방화2재정비촉진구역 재개발정비사업,방화동 589-13,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
금천구,가로주택정비,시흥동 920번지 일원 가로주택정비사업,시흥동 920-13,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
송파구,소규모재건축,유천연립 소규모재건축정비사업조합,풍납동 147-1,조합설립인가,37.52050824965235,126.85186260618221,도시환경정비사업,True
성동구,재개발(주택정비형),금호제16구역주택재개발정비사업조합,금호동2가 501-31,관리처분인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성동구,재개발(주택정비형),금호제13구역 주택재개발정비사업조합,금호동2가 200,조합해산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성동구,재개발(주택정비형),왕십리뉴타운제1구역 주택재개발정비사업조합,하왕십리동 339-67,조합해산,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
성동구,재개발(주택정비형),왕십리뉴타운 제3구역 주택재개발정비사업조합,하왕십리동 700,조합해산,37.52904800135316,126.9670616292404,3구역,True
성동구,재개발(주택정비형),하왕제1-5구역주택재개발정비사업조합,하왕십리동 999,조합해산,37.56037796559876,127.02488994593051,성동구 하왕 제1-5구역 주택재개발 정,True
광진구,재건축,자양제7구역 주택재건축정비사업 조합,자양동 464-40,조합설립인가,37.52123851723669,126.90789566117606,도시환경정비사업구역,True
광진구,재건축,자양1주택재건축정비사업조합,자양동 236,준공인가,37.53620097554975,127.08827911365483,자양1재정비촉진구역,True
광진구,재건축,구의맨션 주택재건축정비사업 조합,구의동 227-3,이전고시,37.52050824965235,126.85186260618221,도시환경정비사업,True
금천구,재건축,시흥동 현대아파트 재건축정비사업,시흥동 220-2,착공,37.453473818299855,126.9146240003957,시흥동 현대아파트 재건축정비사업,True
